time,temperature,density,fusion_power,E_field,control_signal
0.23,1.8169280321378027,1.0230289443380947e+19,2.482889392545264e-05,0.0,16.73141733878159
0.24,1.8096748360723243,1.0239880039990002e+19,2.482576724836337e-05,0.0,16.7992958618755
0.25,1.802450594842829,1.0249470252982864e+19,2.4822595557786024e-05,0.0,16.867103013714722
0.26,1.7952551928613036,1.0259060082374877e+19,2.481937895780941e-05,0.0,16.93483907921403
0.27,1.7880885150011627,1.0268649528181387e+19,2.4816117552473192e-05,0.0,17.002504342150885
0.28,1.7809504465954076,1.0278238590417738e+19,2.481281144576727e-05,0.0,17.070099085169847
0.29,1.7738408734347915,1.0287827269099268e+19,2.4809460741631163e-05,0.0,17.13762358978719
0.3,1.766759681765992,1.0297415564241322e+19,2.4806065543953375e-05,0.0,17.205078136395358
0.31,1.7597067582897918,1.030700347585924e+19,2.4802625956570855e-05,0.0,17.27246300426747
0.32,1.7526819901592645,1.0316591003968367e+19,2.4799142083268336e-05,0.0,17.339778471561782
0.33,1.7456852649779702,1.0326178148584036e+19,2.479561402777774e-05,0.0,17.407024815326146
0.34,1.7387164707981566,1.0335764909721592e+19,2.4792041893777644e-05,0.0,17.474202311502424
0.35000000000000003,1.7317754961189684,1.034535128739637e+19,2.4788425784892604e-05,0.0,17.541311234930923
0.36,1.7248622298846625,1.0354937281623712e+19,2.4784765804692638e-05,0.0,17.608351859354787
0.37,1.7179765614828317,1.0364522892418953e+19,2.4781062056692598e-05,0.0,17.675324457424352
0.38,1.7111183807426347,1.037410811979743e+19,2.4777314644351592e-05,0.0,17.742229300701585
0.39,1.7042875779330333,1.038369296377448e+19,2.477352367107245e-05,0.0,17.8090666596643
0.4,1.6974840437610368,1.0393277424365439e+19,2.476968924020108e-05,0.0,17.875836803710623
0.41000000000000003,1.6907076693699534,1.0402861501585641e+19,2.4765811455025966e-05,0.0,17.94254000116321
0.42,1.6839583463376484,1.0412445195450423e+19,2.476189041877756e-05,0.0,18.009176519273574
0.43,1.6772359666748091,1.0422028505975118e+19,2.475792623462772e-05,0.0,18.075746624226365
0.44,1.6705404228232175,1.0431611433175056e+19,2.4753919005689143e-05,0.0,18.14225058114362
0.45,1.663871607654029,1.0441193977065574e+19,2.474986883501485e-05,0.0,18.208688654088984
0.46,1.6572294144660589,1.0450776137662003e+19,2.4745775825597584e-05,0.0,18.275061106071988
0.47000000000000003,1.6506137369840743,1.0460357914979672e+19,2.4741640080369268e-05,0.0,18.341368199052212
0.48,1.6440244693570945,1.0469939309033914e+19,2.473746170220048e-05,0.0,18.4076101939435
0.49,1.6374615061566968,1.047952031984006e+19,2.473324079389989e-05,0.0,18.473787350618096
0.5,1.6309247423753301,1.0489100947413436e+19,2.4728977458213732e-05,0.0,18.539899927910866
0.51,1.6244140734246344,1.0498681191769375e+19,2.4724671797825213e-05,0.0,18.605948183623397
0.52,1.6179293951337674,1.0508261052923204e+19,2.4720323915354077e-05,0.0,18.671932374528097
0.53,1.6114706037477384,1.051784053089025e+19,2.4715933913355988e-05,0.0,18.737852756372387
0.54,1.6050375959257472,1.0527419625685842e+19,2.471150189432203e-05,0.0,18.80370958388271
0.55,1.5986302687395317,1.0536998337325304e+19,2.4707027960678168e-05,0.0,18.86950311076863
0.56,1.59224851967172,1.0546576665823963e+19,2.470251221478477e-05,0.0,18.93523358972694
0.5700000000000001,1.585892246614191,1.0556154611197145e+19,2.4697954758936036e-05,0.0,19.000901272445617
0.58,1.5795613478664399,1.0565732173460175e+19,2.4693355695359518e-05,0.0,19.066506409607932
0.59,1.5732557221339518,1.0575309352628376e+19,2.4688715126215564e-05,0.0,19.132049250896394
0.6,1.5669752685265808,1.0584886148717072e+19,2.468403315359687e-05,0.0,19.197530044996817
0.61,1.5607198865569347,1.0594462561741586e+19,2.46793098795279e-05,0.0,19.26294903960223
0.62,1.5544894761387689,1.060403859171724e+19,2.467454540596446e-05,0.0,19.328306481416867
0.63,1.5482839375853836,1.0613614238659357e+19,2.4669739834793123e-05,0.0,19.39360261616013
0.64,1.5421031716080298,1.0623189502583255e+19,2.4664893267830794e-05,0.0,19.458837688570505
0.65,1.5359470793143197,1.0632764383504257e+19,2.4660005806824183e-05,0.0,19.52401194240948
0.66,1.5298155622066454,1.0642338881437682e+19,2.4655077553449296e-05,0.0,19.589125620465424
0.67,1.5237085221806024,1.0651912996398848e+19,2.4650108609310987e-05,0.0,19.65417896455752
0.68,1.51762586152342,1.0661486728403075e+19,2.4645099075942453e-05,0.0,19.719172215539594
0.6900000000000001,1.5115674829123977,1.0671060077465682e+19,2.4640049054804765e-05,0.0,19.784105613303982
0.7000000000000001,1.5055332894133489,1.0680633043601983e+19,2.463495864728634e-05,0.0,19.848979396785346
0.71,1.4995231844790486,1.0690205626827299e+19,2.4629827954702547e-05,0.0,19.91379380396458
0.72,1.4935370719476897,1.0699777827156943e+19,2.4624657078295142e-05,0.0,19.978549071872493
0.73,1.487574856041344,1.070934964460623e+19,2.4619446119231874e-05,0.0,20.04324543659366
0.74,1.4816364413644298,1.0718921079190479e+19,2.461419517860598e-05,0.0,20.107883133270274
0.75,1.4757217329021857,1.0728492130925e+19,2.4608904357435695e-05,0.0,20.172462396105775
0.76,1.46983063601915,1.073806279982511e+19,2.4603573756663865e-05,0.0,20.236983458368673
0.77,1.463963056457647,1.0747633085906119e+19,2.4598203477157426e-05,0.0,20.30144655239629
0.78,1.4581189003362782,1.075720298918334e+19,2.459279361970694e-05,0.0,20.365851909598433
0.79,1.4522980741484213,1.0766772509672088e+19,2.4587344285026215e-05,0.0,20.430199760461107
0.8,1.446500484760733,1.077634164738767e+19,2.458185557375177e-05,0.0,20.494490334550257
0.81,1.4407260394116594,1.07859104023454e+19,2.4576327586442435e-05,0.0,20.558723860515368
0.8200000000000001,1.434974645709952,1.0795478774560586e+19,2.45707604235789e-05,0.0,20.622900566093143
0.8300000000000001,1.4292462116331885,1.0805046764048538e+19,2.4565154185563263e-05,0.0,20.687020678111185
0.84,1.4235406455263018,1.0814614370824565e+19,2.4559508972718602e-05,0.0,20.751084422491587
0.85,1.4178578561001123,1.0824181594903974e+19,2.4553824885288524e-05,0.0,20.81509202425456
0.86,1.412197752429868,1.0833748436302074e+19,2.4548102023436756e-05,0.0,20.879043707522037
0.87,1.4065602439537892,1.0843314895034171e+19,2.4542340487246694e-05,0.0,20.942939695521225
0.88,1.4009452404716203,1.0852880971115573e+19,2.453654037672096e-05,0.0,21.00678021058826
0.89,1.3953526521431856,1.0862446664561584e+19,2.4530701791781027e-05,0.0,21.070565474171666
0.9,1.3897823894869528,1.087201197538751e+19,2.452482483226677e-05,0.0,21.13429570683594
0.91,1.3842343633786003,1.0881576903608656e+19,2.451890959793601e-05,0.0,21.19797112826511
0.92,1.378708485049592,1.0891141449240324e+19,2.451295618846415e-05,0.0,21.261591957266212
0.93,1.373204666085757,1.0900705612297818e+19,2.4506964703443755e-05,0.0,21.325158411772797
0.9400000000000001,1.3677228184258743,1.091026939279644e+19,2.4500935242384106e-05,0.0,21.388670708848434
0.9500000000000001,1.3622628543602644,1.0919832790751494e+19,2.4494867904710817e-05,0.0,21.452129064690148
0.96,1.3568246865293858,1.0929395806178281e+19,2.4488762789765454e-05,0.0,21.51553369463194
0.97,1.351408227922437,1.0938958439092101e+19,2.448261999680505e-05,0.0,21.578884813148157
0.98,1.3460133918759651,1.0948520689508254e+19,2.447643962500179e-05,0.0,21.642182633856986
0.99,1.3406400920724781,1.095808255744204e+19,2.4470221773442595e-05,0.0,21.705427369523854
1.0,1.3352882425390644,1.0967644042908758e+19,2.4463966541128674e-05,0.0,21.76861923206479
1.01,1.3299577576460175,1.0977205145923707e+19,2.4457674026975194e-05,0.0,21.831758432549908
1.02,1.3246485521054652,1.0986765866502183e+19,2.4451344329810843e-05,0.0,21.894845181206662
1.03,1.3193605409700058,1.0996326204659485e+19,2.44449775483775e-05,0.0,21.95787968742333
1.04,1.314093639631348,1.1005886160410909e+19,2.443857378132979e-05,0.0,22.02086215975229
1.05,1.3088477638189584,1.1015445733771751e+19,2.4432133127234726e-05,0.0,22.083792805913365
